,,,given,given,given,given,given,given,given,given,given,given,given,given
date,,,1,2,3,4,5,6,7,8,9,10,11,12
street,year,def,,,,,,,,,,,,
93.0,2017,5.0,2067.54,2237.56,3472.24,2015.13,2538.32,1494.77,2398.08,431.19,-271.065,0.0,0.0,0.0
94.0,2016,5.0,0.0,24.91,127.7,239.8,160.94,593.19,581.59,1455.97,416.34,447.62,532.1,843.19
94.0,2016,6.0,14295.93,66910.99,60696.66,45559.98,33838.69,3747.07,371.06,105.54,70.87,385.91,19336.63,54568.21
94.0,2016,7.0,93.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,2017,5.0,608.78,751.18,1264.11,604.54,1237.43,3213.76,2418.23,4511.93,873.55,0.0,0.0,0.0
94.0,2017,6.0,66270.06,65065.07,51381.66,43075.86,36233.38,2118.6,406.39,62.32,39.35,0.0,0.0,0.0
95.0,2016,5.0,0.0,1116.19,898.64,1424.1,570.59,787.84,1472.16,677.53,1325.58,1175.63,643.84,820.7
95.0,2017,5.0,482.43,442.18,434.03,487.87,343.73,501.82,392.96,580.54,837.15,713.59,671.27,497.64
95.0,2018,8.0,574.62,483.03,450.31,566.32,533.7,528.46,546.66,3266.65,580.82,799.38,759.43,208.18
95.0,2019,8.0,367.43,386.69,436.42,336.39,356.51,746.77,546.35,496.44,2162.03,0.0,1300.39,1035.86
96.0,2016,5.0,1006.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,2016,5.0,18899.97,0.0,-8504.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,2016,6.0,0.0,40158.63,-40158.63,0.0,0.0,583.16,0.0,-582.53,-0.63,0.0,0.0,0.0
97.0,2016,7.0,0.0,376.565,-376.565,0.0,0.0,46.629999999999995,46.629999999999995,-46.58,-0.1,0.0,0.0,0.0
97.0,2017,5.0,0.0,13642.93,-13642.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,2017,6.0,0.0,41940.32,-41940.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,2017,7.0,0.0,1312.23,-1312.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,2018,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.18
98.0,2016,6.0,24850.56,71674.95,59746.6,47303.33,34497.12,0.0,0.0,0.0,0.0,0.0,30582.92,35515.51
98.0,2017,6.0,94824.54,94495.33,74399.46,62599.94,49847.46,2159.54,0.0,0.0,0.0,0.0,0.0,0.0
99.0,2016,5.0,6689.82,4529.34,6744.66,4112.6,4628.04,3882.29,4277.1,1416.2,1934.63,3957.78,3654.31,4292.86
99.0,2017,5.0,1623.68,7940.83,4804.96,3211.74,3679.59,2516.28,2516.28,575.84,-2097.451428571429,1047.84,1316.88,1614.24
99.0,2018,8.0,0.0,26668.41,31547.595,33232.47,29382.005,24692.675000000003,11642.539999999999,114.98,0.0,0.0,0.0,0.0
100.0,2016,5.0,109.67,109.67,109.67,109.67,109.67,109.67,54.83,50.57,25.29,37.94,37.94,0.0
101.0,2016,5.0,60.79,121.59,121.59,69.135,86.62,86.62,56.22,39.99,41.5,69.17,69.17,334.25
101.0,2017,5.0,117.905,138.36,96.84,39.410000000000004,186.54999999999998,171.04000000000002,295.56,397.27,-111.52749999999999,57.43,66.87,137.67000000000002
101.0,2018,8.0,28.16,83.02499999999999,28.16,124.325,80.13333333333334,50.24,90.09,37.059999999999995,33.41,37.059999999999995,60.78666666666667,66.1225
101.0,2019,8.0,28.215,61.25,37.436,46.97333333333333,39.550000000000004,32.126666666666665,26.55666666666667,26.92,28.820000000000004,25.02,28.5,0.0
102.0,2016,5.0,51.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0,2016,6.0,4182.6,4118.52,4259.51,4503.02,3917.72,2247.24,824.56,0.0,0.0,2320.69,1212.97,3222.9
102.0,2016,7.0,285.65000000000003,0.0,0.0,13.680000000000001,13.680000000000001,13.680000000000001,13.680000000000001,40.370000000000005,0.0,0.0,0.0,21.014999999999997
102.0,2017,6.0,27753.030000000002,4340.64,5448.36,4205.31,3974.75,2466.05,1207.97,0.0,0.0,1137.79,2170.32,3288.07
102.0,2017,7.0,133.67000000000002,395.49,0.0,9.929999999999998,9.79,9.79,134.1275,10.045,10.045,39.4225,10.045,10.045
102.0,2018,8.0,17.27,1732.6000000000001,1173.7875000000001,1408.47,1853.16,1499.79,509.59999999999997,18.3,18.3,446.495,750.36,1262.2175
102.0,2019,8.0,1935.055,2535.5666666666666,1211.096,2100.235,2446.8,1669.9199999999998,913.255,19.15,19.15,523.705,0.0,0.0
103.0,2016,5.0,36.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,2016,6.0,63315.78,59034.92,60709.67,59496.33,51105.49,30636.8,15209.46,0.0,0.0,4626.34,27076.37,48684.33
104.0,2016,7.0,0.0,104.62,0.0,0.0,0.0,42.89,209.24,0.0,120.53,241.05,0.0,120.53
104.0,2017,6.0,56861.875,67229.79,78632.75,60287.78,56929.55,40754.9,27662.81,0.0,0.0,19131.89,33101.14,49386.06
104.0,2017,7.0,120.53,0.0,0.0,0.0,0.0,120.53,0.0,135.75,-11.01,124.74,124.74,0.0
105.0,2016,6.0,71766.43,62260.52,38080.479999999996,72578.17,60320.88,36408.71,16768.85,0.0,0.0,14114.59,27276.86,56212.79
105.0,2017,6.0,66680.95,87263.9,95323.66,76552.64,69605.62,50203.05,36359.13,0.0,0.0,20284.72,40769.93,60322.86
106.0,2016,6.0,0.0,62078.543333333335,20091.036,27836.895,34713.0,34756.6525,14009.7975,26661.055,19724.576666666668,32274.17,0.0,0.0
107.0,2016,5.0,0.0,47201.63,52388.98,44394.09,49910.45,48111.88,56293.2,48277.25,52171.8,63754.29,49440.56,53853.54
107.0,2017,5.0,49921.06,53878.82,53524.78,60656.35,55990.48,51716.59,60049.41,19762.64,-26820.758571428574,23279.04,22802.32,21197.52
107.0,2018,8.0,20569.76,22769.28,21891.36,20088.32,23812.4,21966.88,25530.48,24906.68,28843.35,27370.52,23050.59,25552.76
107.0,2019,8.0,19207.0,25874.5,22227.46,21921.22,25161.79,24649.54,25367.81,28026.9,25644.3,25746.9,21357.9,25752.6
108.0,2016,7.0,0.0,2499.5499999999997,1082.235,936.43,1073.81,1082.88,412.15,782.3,920.45,1004.6500000000001,741.9449999999999,877.51
108.0,2017,7.0,1088.13,918.59,1624.7266666666667,1669.0349999999999,1322.3,1002.895,1294.9850000000001,301.6625,1386.51,1282.055,953.77,1124.49
108.0,2018,8.0,44844.81,45926.06333333333,47218.52,42756.42333333333,39029.38333333334,33380.76,28102.176666666666,1263.59,10051.47,22276.069999999996,25507.959999999995,33645.08
108.0,2019,8.0,40045.82,53742.63333333333,58233.755,52973.28,48303.445,40764.195,39778.98,9553.965,25221.565000000002,23820.50333333333,19463.846666666668,25949.346666666665
109.0,2016,5.0,82936.12,0.0,82041.23999999999,0.0,68074.73,113026.43,67846.55,0.0,69309.67,62498.37,36363.87,42253.5
109.0,2016,6.0,0.0,58810.56,0.0,46155.68,15308.09,14889.43,0.0,0.0,0.0,0.0,10495.43,22417.77
109.0,2017,5.0,0.0,20028.86,41884.119999999995,0.0,45434.32,39236.86,35830.31,0.0,-19521.5325,17981.6,0.0,7967.425
109.0,2017,6.0,30241.73,30948.75,24386.31,14247.56,7818.69,4606.81,0.0,0.0,0.0,3852.16,12437.83,27452.05
109.0,2018,8.0,162.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,2021,10.0,0.0,1484.4250000000002,-1484.4250000000002,0.0,0.0,1803.57,0.0,0.0,-2232.99,-1374.15,0.0,0.0
110.0,2016,6.0,50691.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,2016,5.0,53486.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.0,2016,7.0,0.0,466.34666666666664,456.4533333333334,358.84999999999997,485.07333333333327,550.59,620.0733333333334,608.8066666666666,682.4233333333333,631.8033333333333,0.0,0.0
113.0,2016,5.0,0.0,54869.93,63941.56,33007.909999999996,17588.695,29333.57,36305.9,19731.484999999997,0.0,30865.49666666667,0.0,58015.04666666667
113.0,2016,6.0,0.0,122072.21,111373.4,82760.29,47410.67,20383.73,0.0,0.0,0.0,64999.09,174448.83,417684.22
113.0,2016,7.0,0.0,824.31,690.85,891.03,1162.665,824.44,1003.375,1273.6599999999999,3680.7799999999997,1240.9699999999998,790.625,510.5625
113.0,2017,5.0,79267.34,81836.19,65689.14,0.0,51909.095,33982.21,41212.96,0.0,-58410.84,31625.769999999997,0.0,64133.76
113.0,2017,6.0,0.0,380481.76,263481.55,231624.57,140681.57,93943.45,0.0,0.0,-65348.55,0.0,75907.09,104113.12
113.0,2017,7.0,0.0,703.835,2808.5550000000003,510.735,496.595,921.135,2194.215,817.02,1990.605,6175.48,990.61,801.5625
113.0,2018,8.0,0.0,53912.284999999996,41364.96,34911.96,24749.950000000004,11467.264,8950.11,10235.736666666666,287.0,19778.8725,36609.244999999995,51106.651999999995
113.0,2019,8.0,0.0,68896.7775,54999.2,51911.11444444445,22229.27,20455.498,8782.96,0.0,0.0,0.0,0.0,0.0
114.0,2017,5.0,0.0,0.0,0.0,0.0,0.0,170.68,0.0,0.0,0.0,0.0,0.0,0.0
115.0,2017,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17058.08
115.0,2017,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16996.97
115.0,2018,8.0,3854.193333333333,8379.526666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,2017,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.78,2515.19
116.0,2017,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.15,147.44
116.0,2018,8.0,0.0,1707.6825000000003,3431.14,0.0,2641.995,2003.77,999.79,0.0,12.27,876.12,2249.0,2726.46
116.0,2019,8.0,0.0,0.0,4244.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,2018,8.0,183337.71,91863.14,46125.625,109377.15,40077.4,184387.2,13008.61,22451.7,60555.9,75027.13,41643.56,49837.41
117.0,2019,8.0,64545.96,78487.91,77308.89,71173.34,71571.83,60089.22,58463.55,53560.3,162193.49,68413.67,77387.73,62037.74
118.0,2018,8.0,7485.22,0.0,19915.335,14494.2,0.0,8903.58,1180.16,0.0,0.0,0.0,0.0,0.0
119.0,2018,8.0,25936.4,59572.176666666666,17690.714,37489.03333333333,29887.333333333332,20150.72333333333,18177.736666666668,14963.985,15268.245,19065.36,21783.246666666666,130703.89199999999
119.0,2019,8.0,28359.85,68566.052,101808.12666666666,117132.90666666666,96121.18333333333,74504.73000000001,23385.71,33428.0025,0.0,0.0,0.0,0.0
120.0,2018,8.0,57938.76,21871.829999999994,20263.4475,8143.783333333334,24904.53,22113.010000000002,10758.522500000001,7458.7733333333335,9475.997500000001,8849.828,7827.0175,26712.850000000002
120.0,2019,8.0,0.0,46234.6325,533.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,2018,8.0,4602.849999999999,9748.74,8509.85,8018.485,6220.889999999999,1231.455,173.71,245.88,225.6,164.11,189.86,74.95
121.0,2019,8.0,99.54,168.84,8459.119999999999,5937.93,19532.89,73.795,196.88,51.73,0.0,0.0,0.0,0.0
122.0,2018,8.0,23053.517499999998,27832.960000000003,24779.412500000002,30497.524999999998,24223.8175,21777.850000000002,17697.3725,15891.5625,20421.273333333334,14412.279999999999,19847.015,0.0
122.0,2019,8.0,0.0,0.0,0.0,0.0,0.0,34070.520000000004,49648.88,18390.38,166862.11666666667,20896.835000000003,0.0,0.0
123.0,2018,8.0,491.64,737.45,737.45,737.45,860.36,860.36,860.36,988.89,1130.16,3531.74,988.89,1130.16
123.0,2019,8.0,847.62,1005.65,861.98,861.98,1436.64,1149.31,861.98,1321.44,1156.26,1156.26,991.08,1321.44
124.0,2018,8.0,0.0,2097.71,1542.5766666666666,2086.9166666666665,2549.023333333333,2243.18,2267.4633333333336,0.0,2385.523333333333,2116.3433333333332,1932.8400000000001,2097.96
124.0,2019,8.0,0.0,2388.5666666666666,2483.933333333333,1874.3533333333332,2201.9466666666663,887.4333333333334,0.0,0.0,0.0,0.0,0.0,0.0
124.0,2021,9.0,0.0,0.0,75832.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,2021,5.0,186.77,0.0,173.5,183.25,164.45,170.87,162.035,162.59,146.15,143.74,153.38,158.1
126.0,2021,5.0,229.59,243.11,210.58,224.54,212.99,337.4,455.99,455.35,7621.21,12773.23,12744.23,12482.52
127.0,2021,10.0,1772.17,0.0,0.0,0.0,1365.98,2285.5699999999997,1428.48,1568.81,1220.18,1346.08,1404.18,1442.92
128.0,2021,5.0,3035.3999999999996,2746.8,2381.4,2028.6,2123.1,1770.3,2583.0,1959.6,3732.9,3546.6,2649.6,2366.7
128.0,2021,9.0,81520.99,98832.86,101196.24,91986.97,81708.26,52601.71,25231.39,0.0,0.0,10693.57,50970.52,73482.91
128.0,2021,10.0,260.81,264.745,810.71,575.38,88.245,562.4499999999999,680.1133333333333,299.34000000000003,199.56,199.56,447.1366666666667,165.07
129.0,2021,5.0,113.4,112.99,225.73,228.49,158.35,162.92,172.51,483.92,149.3,159.72,169.05,161.76
130.0,2021,5.0,332884.84,315087.7,301322.98,309569.71,290346.65,295917.72,284526.6,334193.22,332041.52,313412.04,320837.32,137863.065
130.0,2021,9.0,389048.435,500493.92,343909.55,267749.85,209923.86,4046.16,6018.0,5272.93,7311.34,7750.01,186210.8,330033.43
130.0,2021,10.0,2083.21,1666.8600000000001,1795.08,1795.0800000000002,0.0,1589.9299999999998,2923.42,2246.6949999999997,2130.71,1130.1275,2317.4,1005.725
131.0,2021,9.0,20543.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3884.215,7280.876666666667
132.0,2021,5.0,87810.72,83238.14,81613.1,85691.08,85958.66,89589.32,65937.98,69230.76,70241.77,71432.23,81697.99,92885.1
132.0,2021,9.0,169220.04,127554.81,105461.9,87884.96,54349.87,27601.665,712.94,748.33,-5897.46,25790.07,127876.28,206253.04
132.0,2021,10.0,536.9759999999999,455.78,455.78,455.78,455.78,455.78,455.78,512.495,1917.695,591.1066666666667,591.1066666666667,591.1066666666667
133.0,2021,9.0,0.0,6292.82,6292.82,6292.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,2019,8.0,417.7,55.72,0.0,43.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
